Name,GP,PTS,FG%,3P%,FT%,REB,AST,STL,BLK,TOV,TARGET_5Yrs
LaBradford Smith,48,5.1,41.1764705882353,0.0,75.0,1.7,2.1,0.9,0.0,1.3,0.0
Rex Walters,48,3.4,54.16666666666667,50.0,85.71428571428572,0.8,1.5,0.3,0.1,0.6,1.0
Antawn Jamison,47,9.6,45.238095238095234,50.0,57.57575757575758,6.4,0.7,0.8,0.3,1.4,1.0
Etan Thomas,47,4.3,53.125,0.0,56.25,3.9,0.1,0.4,0.7,0.6,1.0
Eric Riley,47,1.9,46.666666666666664,0.0,50.0,1.3,0.2,0.1,0.2,0.3,1.0
Scott Padgett,47,2.6,30.0,33.333333333333336,66.66666666666667,1.9,0.5,0.3,0.2,0.5,1.0
Elijah Millsap,47,5.3,33.333333333333336,31.578947368421055,66.66666666666667,3.2,1.2,1.2,0.3,1.4,0.0
Aaron Gordon,47,5.2,45.45454545454545,30.0,69.23076923076923,3.6,0.7,0.5,0.5,0.8,0.0
Markel Brown,47,4.6,35.55555555555556,28.571428571428573,83.33333333333334,2.3,0.8,0.7,0.3,0.6,0.0
Jon Barry,47,4.4,36.36363636363636,30.769230769230766,70.0,0.9,1.4,0.7,0.1,0.9,1.0
Gilbert Arenas,47,10.9,45.1219512195122,33.333333333333336,76.47058823529412,2.8,3.7,1.5,0.2,2.1,1.0
Dajuan Wagner,47,13.4,36.434108527131784,32.43243243243243,79.41176470588235,1.7,2.8,0.8,0.1,1.8,0.0
Andy Toolson,47,2.9,42.307692307692314,42.85714285714286,71.42857142857143,1.4,0.7,0.3,0.0,0.5,0.0
Jordan Hill,47,5.2,48.83720930232558,0.0,71.42857142857143,3.7,0.4,0.3,0.5,0.6,1.0
David Rivers,47,2.9,38.46153846153846,0.0,77.77777777777777,0.9,2.3,0.5,0.2,1.3,0.0
Jamal Robinson,47,5.6,45.09803921568627,0.0,58.82352941176471,1.5,2.8,0.7,0.2,1.6,0.0
Ronald Dupree,47,6.2,40.0,50.0,63.63636363636363,3.6,1.2,0.7,0.4,1.1,1.0
Steve Burtt,47,4.2,37.5,0.0,68.75,0.6,0.4,0.5,0.1,0.7,0.0
Arnett Moultrie,47,3.7,58.62068965517241,0.0,66.66666666666667,3.1,0.2,0.4,0.2,0.4,0.0
Doron Lamb,47,3.3,37.142857142857146,37.5,57.142857142857146,1.0,0.7,0.3,0.0,0.6,0.0
Jerry Sichting,47,2.0,35.0,0.0,71.42857142857143,0.9,1.5,0.5,0.0,0.6,1.0
Allan Ray,47,6.2,38.18181818181818,40.0,75.0,1.5,0.9,0.4,0.1,0.9,0.0
Scooter McCray,47,2.7,38.46153846153846,0.0,63.63636363636363,2.4,0.9,0.2,0.4,0.7,0.0
Garry Witts,46,2.9,61.111111111111114,0.0,77.77777777777777,1.3,0.8,0.4,0.1,0.8,0.0
Anthony Frederick,46,3.3,51.85185185185185,0.0,71.42857142857143,1.1,0.4,0.3,0.1,0.7,0.0
Jackson Vroman,46,4.6,41.86046511627907,0.0,62.5,3.8,0.9,0.5,0.4,1.4,0.0
Doug Lee,46,2.6,44.00000000000001,25.0,50.0,0.8,0.5,0.2,0.0,0.3,0.0
Eric Mobley,46,3.9,58.62068965517241,0.0,50.0,3.3,0.5,0.2,0.6,0.5,0.0
Shawne Williams,46,3.9,45.714285714285715,36.36363636363636,50.0,1.8,0.5,0.1,0.2,0.5,1.0
Andrew Bynum,46,1.6,38.888888888888886,0.0,33.333333333333336,1.7,0.2,0.1,0.5,0.4,1.0
Kenneth Faried,46,10.2,58.208955223880594,0.0,66.66666666666667,7.7,0.8,0.7,1.0,1.2,1.0
Anthony Miller,46,4.1,51.724137931034484,0.0,58.82352941176471,3.3,0.8,0.4,0.1,0.8,1.0
Darrin Hancock,46,3.3,57.69230769230769,0.0,37.5,1.2,0.7,0.4,0.1,0.7,0.0
Ricky Davis,46,4.5,41.86046511627907,0.0,76.92307692307692,1.8,1.3,0.7,0.1,1.2,1.0
Jon Leuer,46,4.7,50.0,50.0,83.33333333333334,2.6,0.5,0.3,0.4,0.4,1.0
Chris Wilcox,46,3.7,53.333333333333336,0.0,45.45454545454545,2.3,0.5,0.1,0.3,0.6,1.0
Bernard James,46,2.8,54.54545454545454,0.0,55.55555555555556,2.8,0.1,0.3,0.8,0.4,0.0
Mike Wilks,46,3.2,34.375,25.0,80.0,1.5,2.0,0.6,0.1,0.6,1.0
Cal Bowdler,46,2.7,44.00000000000001,0.0,62.5,1.8,0.3,0.3,0.2,0.5,0.0
Jermaine O'Neal,45,4.1,44.11764705882353,0.0,58.82352941176471,2.8,0.2,0.0,0.6,0.6,1.0
Ed Horton,45,4.5,50.0,0.0,60.0,2.4,0.4,0.2,0.1,0.9,0.0
Ervin Johnson,45,2.6,41.66666666666667,0.0,60.0,2.6,0.2,0.2,0.5,0.5,1.0
Chris Herren,45,3.1,35.714285714285715,33.333333333333336,66.66666666666667,1.2,2.5,0.3,0.0,0.9,0.0
Langston Galloway,45,11.8,39.473684210526315,35.8974358974359,82.3529411764706,4.2,3.3,1.2,0.3,1.4,0.0
Rickey Brown,45,4.0,50.0,0.0,80.0,3.7,0.5,0.2,0.3,0.7,1.0
Kevin Martin,45,2.9,38.46153846153846,16.666666666666668,66.66666666666667,1.3,0.5,0.4,0.1,0.5,1.0
Ray McCallum,45,6.2,37.3134328358209,38.46153846153846,70.0,1.8,2.7,0.5,0.2,0.9,0.0
Fred Cofield,45,3.7,41.463414634146346,33.333333333333336,75.0,1.0,1.8,0.4,0.1,1.1,0.0
P.J. Hairston,45,5.6,31.666666666666668,30.555555555555557,87.5,2.0,0.5,0.5,0.3,0.5,0.0
Jared Sullinger,45,6.0,50.0,0.0,71.42857142857143,5.9,0.8,0.5,0.5,0.6,0.0
Sedale Threatt,45,3.3,42.42424242424243,0.0,83.33333333333334,0.9,0.9,0.3,0.0,0.7,1.0
Dwayne McClain,45,3.5,37.5,0.0,50.0,0.7,1.5,0.8,0.1,0.9,0.0
Marty Conlon,45,2.7,50.0,0.0,71.42857142857143,1.5,0.3,0.2,0.2,0.6,1.0
Doug Overton,45,8.1,47.22222222222222,33.333333333333336,72.22222222222221,2.4,3.5,0.7,0.1,1.6,1.0
Russell Cross,45,3.7,56.0,0.0,40.0,1.8,0.5,0.3,0.2,0.4,0.0
Jacque Vaughn,45,3.1,37.03703703703704,50.0,73.33333333333334,0.8,1.9,0.2,0.0,1.2,1.0
Johnny Rogers,45,4.2,48.78048780487805,0.0,66.66666666666667,1.7,0.6,0.2,0.2,0.4,0.0
Aaron McKie,45,6.5,44.827586206896555,33.333333333333336,68.75,2.9,2.0,0.8,0.4,0.9,1.0
Billy Donovan,44,2.4,40.0,0.0,80.0,0.6,2.0,0.4,0.0,0.9,0.0
Lawrence Moten,44,6.6,44.642857142857146,30.769230769230766,64.70588235294119,1.4,1.1,0.7,0.2,1.0,0.0
Nolan Smith,44,3.8,36.58536585365854,30.0,83.33333333333334,1.3,1.4,0.4,0.1,0.9,0.0
Rickey Williams,44,3.3,41.935483870967744,0.0,66.66666666666667,0.9,0.8,0.5,0.1,0.9,0.0
DaJuan Summers,44,3.0,33.333333333333336,30.0,66.66666666666667,1.0,0.4,0.2,0.2,0.4,0.0
George McCloud,44,2.7,30.303030303030305,33.333333333333336,75.0,1.0,1.0,0.4,0.1,0.8,1.0
Chris Douglas-Roberts,44,4.9,45.0,33.333333333333336,85.71428571428572,1.1,1.2,0.3,0.2,0.7,1.0
Mike Niles,44,2.6,35.483870967741936,0.0,50.0,1.3,0.3,0.2,0.0,0.6,0.0
Martin Nessley,44,1.1,41.66666666666667,0.0,50.0,1.9,0.4,0.2,0.3,0.5,0.0
DeWayne Scales,44,4.9,41.1764705882353,0.0,66.66666666666667,3.0,0.2,0.3,0.1,0.7,0.0
Jeremy Pargo,44,2.9,32.352941176470594,22.22222222222222,66.66666666666667,0.8,1.3,0.3,0.0,1.1,0.0
Corny Thompson,44,2.8,32.25806451612903,0.0,80.0,2.7,0.8,0.3,0.2,0.7,0.0
Bobby Jones,44,2.5,47.61904761904762,0.0,55.55555555555556,1.3,0.4,0.3,0.0,0.4,0.0
Elmore Spencer,44,2.4,52.631578947368425,0.0,57.142857142857146,1.4,0.2,0.2,0.4,0.6,1.0
Wayne Simien,43,3.4,46.42857142857143,0.0,87.5,2.0,0.2,0.3,0.0,0.6,0.0
Gerald Henderson,43,2.6,37.5,25.0,72.72727272727272,1.3,0.3,0.2,0.2,0.3,1.0
David Harrison,43,6.1,58.139534883720934,0.0,57.14285714285714,3.1,0.3,0.4,1.3,1.2,0.0
Jordan Williams,43,4.6,51.42857142857143,0.0,66.66666666666667,3.6,0.3,0.5,0.3,0.5,0.0
Bryan Warrick,43,4.0,37.5,0.0,76.92307692307692,1.6,2.9,0.5,0.2,1.6,0.0
Scott Haffner,43,4.6,40.0,20.0,66.66666666666667,1.2,1.9,0.3,0.1,0.8,0.0
Charlie Sitton,43,2.1,40.90909090909091,0.0,50.0,1.4,0.6,0.2,0.1,0.4,0.0
Samaki Walker,43,5.0,44.18604651162791,0.0,64.70588235294119,3.4,0.4,0.3,0.5,0.9,1.0
Eric Snow,43,2.7,43.47826086956522,0.0,63.63636363636363,1.0,1.7,0.7,0.0,0.9,1.0
Avery Johnson,43,1.6,36.8421052631579,0.0,50.0,0.6,1.7,0.5,0.1,0.4,1.0
Ish Smith,43,2.3,37.03703703703704,50.0,60.0,1.1,1.8,0.4,0.1,0.8,1.0
Reggie Bullock,43,2.7,35.714285714285715,29.411764705882355,100.0,1.3,0.3,0.2,0.0,0.3,0.0
Mark Radford,43,3.4,56.52173913043479,0.0,50.0,0.7,1.3,0.4,0.1,1.0,0.0
Marlon Maxey,43,5.4,56.410256410256416,0.0,62.5,3.8,0.3,0.3,0.4,0.9,0.0
Cedric Simmons,43,2.9,41.935483870967744,0.0,50.0,2.5,0.3,0.2,0.5,0.5,0.0
Ben Uzoh,42,3.8,44.11764705882353,50.0,61.53846153846153,1.5,1.6,0.3,0.2,0.6,0.0
Lazar Hayward,42,3.8,35.13513513513514,28.571428571428573,80.0,1.7,0.7,0.3,0.2,0.5,0.0
Lee Nailon,42,3.9,50.0,0.0,80.0,2.2,0.6,0.2,0.1,0.6,1.0
Jordan Crawford,42,11.7,38.65546218487394,26.666666666666668,85.0,2.5,2.8,0.9,0.1,2.0,0.0
Joe Wolf,42,7.6,40.0,25.0,84.61538461538463,4.5,2.3,0.9,0.4,1.8,1.0
Tim Breaux,42,3.0,37.931034482758626,16.666666666666668,66.66666666666667,0.8,0.4,0.3,0.1,0.4,0.0
Jimmy Butler,42,2.6,42.10526315789474,0.0,76.92307692307692,1.3,0.3,0.3,0.1,0.3,1.0
Chris Quinn,42,3.4,35.483870967741936,35.714285714285715,66.66666666666667,0.7,1.5,0.4,0.0,0.5,1.0
Tobias Harris,42,5.0,47.5,20.0,76.92307692307692,2.4,0.5,0.3,0.2,0.7,1.0
John Turner,42,2.8,43.47826086956522,0.0,50.0,1.9,0.3,0.1,0.1,0.8,0.0
Jeremy Tyler,42,4.9,42.0,0.0,58.333333333333336,3.3,0.4,0.4,0.5,0.9,0.0
Keith Smith,42,3.3,38.888888888888886,50.0,71.42857142857143,0.8,1.0,0.6,0.1,0.7,0.0
Lance Thomas,42,4.0,46.666666666666664,0.0,80.0,3.0,0.3,0.2,0.2,0.6,1.0
Juan Dixon,42,6.4,38.46153846153846,30.0,81.81818181818181,1.7,1.0,0.6,0.1,1.0,1.0
Franklin Edwards,42,3.6,41.666666666666664,0.0,83.33333333333334,0.6,1.1,0.4,0.1,0.6,1.0
Howard Wood,42,3.4,44.827586206896555,0.0,66.66666666666667,1.5,0.2,0.2,0.1,0.4,0.0
Tayshaun Prince,42,3.3,46.42857142857143,45.45454545454545,75.0,1.1,0.6,0.2,0.3,0.5,1.0
Anthony Goldwire,42,5.5,40.0,40.0,78.57142857142858,1.0,2.7,0.4,0.0,1.5,1.0
Dave Johnson,42,3.7,40.0,33.333333333333336,71.42857142857143,1.1,0.3,0.2,0.0,0.7,0.0
Tracy Moore,42,8.5,40.25974025974026,35.0,78.94736842105263,2.0,1.1,0.8,0.1,1.1,1.0
Randolph Keys,42,4.0,43.90243902439025,0.0,71.42857142857143,1.3,0.5,0.3,0.1,0.5,1.0
J.J. Redick,42,6.0,41.30434782608696,39.130434782608695,92.85714285714286,1.2,0.9,0.3,0.0,0.5,1.0
Quincy Douby,42,2.8,36.66666666666667,25.0,75.0,0.9,0.4,0.4,0.1,0.4,0.0
Dwayne Schintzius,42,3.8,43.24324324324324,0.0,50.0,2.9,0.4,0.1,0.7,0.8,1.0
Carl Landry,42,8.1,61.53846153846153,0.0,65.38461538461539,4.9,0.5,0.4,0.2,0.6,1.0
Doug Roth,42,1.9,45.0,0.0,66.66666666666667,2.9,0.5,0.2,0.3,0.4,0.0
Cory Carr,42,4.1,33.333333333333336,14.285714285714286,75.0,1.2,1.6,0.5,0.2,1.1,0.0
Clinton Smith,41,3.1,41.37931034482759,0.0,77.77777777777777,1.4,1.1,0.3,0.0,0.6,0.0
Kim English,41,2.9,37.03703703703704,25.0,71.42857142857143,0.9,0.6,0.4,0.1,0.5,0.0
Jamie Feick,41,3.7,36.8421052631579,33.333333333333336,50.0,5.2,0.6,0.4,0.3,0.8,1.0
Lavoy Allen,41,4.1,46.34146341463415,0.0,100.0,4.2,0.8,0.3,0.4,0.5,1.0
Linton Johnson,41,4.2,36.0,25.0,55.55555555555556,4.5,0.7,0.9,0.8,0.9,1.0
Travis Hansen,41,3.0,34.375,28.571428571428573,71.42857142857143,1.7,0.5,0.2,0.2,0.4,0.0
Patrick Beverley,41,5.6,41.30434782608696,39.130434782608695,80.0,2.7,2.9,0.9,0.5,1.1,1.0
Chris Robinson,41,4.6,38.63636363636363,36.36363636363636,66.66666666666667,1.7,1.6,0.7,0.2,0.8,0.0
Jason Kapono,41,3.5,41.935483870967744,45.45454545454545,83.33333333333334,1.3,0.3,0.3,0.1,0.5,1.0
Monty Williams,41,3.3,46.875,0.0,44.44444444444444,2.4,1.2,0.5,0.1,1.0,1.0
Zach Randolph,41,2.8,46.15384615384615,0.0,57.142857142857146,1.7,0.3,0.2,0.1,0.4,1.0
Randy Woods,41,1.7,37.5,33.333333333333336,83.33333333333334,0.3,1.0,0.3,0.0,0.4,0.0
Jerome Allen,41,2.6,34.61538461538461,25.0,66.66666666666667,0.6,1.2,0.5,0.1,0.8,0.0
John Stroeder,41,1.9,36.8421052631579,0.0,71.42857142857143,1.7,0.5,0.1,0.3,0.6,0.0
Lynn Greer,41,4.1,44.11764705882353,30.769230769230766,87.5,0.7,1.3,0.4,0.0,0.4,0.0
Dwayne Morton,41,4.1,38.70967741935484,33.333333333333336,66.66666666666666,1.4,0.4,0.3,0.4,0.7,0.0
Duane Ferrell,41,2.4,45.0,0.0,63.63636363636363,1.0,0.2,0.2,0.1,0.3,1.0
Derrick Caracter,41,2.0,50.0,0.0,66.66666666666667,1.0,0.2,0.1,0.2,0.5,0.0
Chris Whitney,40,1.8,28.57142857142857,37.5,75.0,0.7,1.3,0.3,0.0,0.9,1.0
Sam Mack,40,3.6,40.0,16.666666666666668,73.33333333333334,1.2,0.4,0.3,0.1,0.6,1.0
Dane Suttle,40,6.5,50.0,0.0,83.33333333333334,1.2,1.2,0.5,0.0,0.8,0.0
Tierre Brown,40,3.1,41.37931034482759,33.333333333333336,71.42857142857143,1.1,1.8,0.5,0.1,1.0,0.0
John Duren,40,1.8,32.0,0.0,50.0,0.9,1.4,0.5,0.1,0.9,0.0
Chris Crawford,40,3.8,42.85714285714286,0.0,82.3529411764706,1.0,0.2,0.3,0.2,0.5,1.0
T.J. Warren,40,6.1,51.85185185185185,20.0,80.0,2.1,0.6,0.5,0.2,0.7,0.0
Roy Rogers,40,2.2,40.90909090909091,0.0,50.0,2.0,0.2,0.1,0.9,0.3,0.0
Andre Roberson,40,1.9,47.05882352941177,33.333333333333336,66.66666666666667,2.4,0.4,0.5,0.3,0.5,0.0
Rob Kurz,40,3.9,39.3939393939394,40.0,76.92307692307692,2.0,0.5,0.3,0.5,0.4,0.0
Rich King,40,2.2,38.888888888888886,0.0,81.81818181818181,1.2,0.3,0.1,0.1,0.5,0.0
Milt Wagner,40,3.8,43.24324324324324,33.333333333333336,100.0,0.7,1.5,0.1,0.1,0.6,0.0
Mike Scott,40,4.6,48.648648648648646,0.0,78.57142857142858,2.8,0.3,0.1,0.1,0.5,1.0
John Crotty,40,2.6,50.0,25.0,70.0,0.4,1.4,0.3,0.0,0.8,1.0
DeShawn Stevenson,40,2.2,34.78260869565218,0.0,70.0,0.7,0.5,0.3,0.1,0.7,1.0
Andrew Goudelock,40,4.4,38.63636363636363,36.8421052631579,100.0,0.8,0.5,0.1,0.0,0.5,0.0
Willie White,39,3.3,40.625,33.333333333333336,62.5,0.9,0.7,0.1,0.1,0.8,0.0
Keith Askins,39,2.2,42.857142857142854,33.333333333333336,50.0,1.7,0.5,0.4,0.3,0.3,1.0
Antoine Wright,39,1.8,33.33333333333333,0.0,50.0,0.8,0.3,0.1,0.1,0.5,1.0
Willie Reed,39,4.7,55.88235294117647,0.0,57.142857142857146,3.1,0.3,0.1,0.8,0.4,0.0
Tom Scheffler,39,1.3,38.46153846153846,0.0,60.0,1.9,0.3,0.2,0.3,0.4,0.0
Delonte West,39,4.5,42.5,35.294117647058826,71.42857142857143,1.7,1.4,0.5,0.2,0.6,1.0
Steve Scheffler,39,1.5,50.0,0.0,100.0,1.2,0.2,0.1,0.1,0.1,1.0
Cleanthony Early,39,5.4,34.54545454545455,27.27272727272727,75.0,2.5,0.9,0.6,0.3,1.0,0.0
Bryant Stith,39,8.9,45.07042253521127,0.0,80.64516129032258,3.2,1.3,0.6,0.1,1.1,1.0
Alex Bradley,39,3.5,53.84615384615385,0.0,58.333333333333336,1.7,0.3,0.3,0.1,0.7,0.0
Mike McGee,39,4.9,47.72727272727273,0.0,57.142857142857146,1.3,0.4,0.5,0.1,0.9,1.0
Larry Micheaux,39,3.1,56.52173913043479,0.0,50.0,2.9,0.5,0.5,0.3,0.5,0.0
Jeff Ayres,39,2.7,64.70588235294119,0.0,100.0,2.5,0.0,0.2,0.4,0.3,1.0
Marcus Haislip,39,4.1,43.58974358974359,33.333333333333336,70.0,1.4,0.2,0.2,0.5,0.5,0.0
Ricky Pierce,39,2.2,34.78260869565218,0.0,62.5,0.9,0.4,0.2,0.1,0.5,1.0
Dave Hoppen,39,5.7,46.808510638297875,0.0,87.5,4.5,0.8,0.3,0.1,0.9,1.0
Pat Garrity,39,5.6,50.0,40.0,71.42857142857143,1.9,0.5,0.2,0.1,0.5,1.0
Kevin Burleson,39,1.8,26.086956521739133,21.42857142857143,100.0,0.7,1.2,0.7,0.1,0.6,0.0
Travis Williams,39,3.5,45.16129032258064,0.0,50.0,2.4,0.5,0.5,0.1,0.8,0.0
Bubba Wells,39,3.3,40.0,0.0,72.72727272727272,1.7,0.9,0.4,0.1,0.8,0.0
C.J. McCollum,38,5.3,40.42553191489362,38.095238095238095,66.66666666666667,1.3,0.7,0.4,0.1,0.9,0.0
Donta Smith,38,3.3,40.0,33.333333333333336,69.23076923076923,1.4,1.0,0.6,0.1,0.7,0.0
Chris Garner,38,1.4,33.333333333333336,25.0,50.0,0.6,1.2,0.6,0.1,0.7,0.0
Rick Carlisle,38,1.8,38.888888888888886,0.0,100.0,0.6,0.7,0.1,0.0,0.5,1.0
Brandan Wright,38,4.0,55.17241379310345,0.0,63.63636363636363,2.6,0.2,0.2,0.6,0.3,1.0
Jermareo Davidson,38,3.2,39.3939393939394,0.0,71.42857142857143,1.6,0.3,0.2,0.4,0.5,0.0
Brad Miller,38,6.3,58.33333333333333,0.0,77.77777777777777,3.1,0.6,0.2,0.5,0.8,1.0
Rick Brunson,38,4.3,35.13513513513514,37.5,68.75,1.5,2.6,0.7,0.1,1.4,1.0
Reece Gaines,38,1.8,30.434782608695656,33.333333333333336,57.142857142857146,1.0,1.1,0.3,0.1,0.5,0.0
Brooks Thompson,38,3.1,40.0,33.333333333333336,66.66666666666667,0.6,1.1,0.3,0.1,0.7,0.0
Cory Higgins,38,3.9,33.33333333333333,20.0,68.75,0.9,0.9,0.1,0.2,1.0,0.0
Armon Johnson,38,2.9,44.44444444444444,33.333333333333336,50.0,0.9,1.2,0.1,0.0,1.0,0.0
Andre Brown,38,2.4,57.894736842105274,0.0,50.0,1.9,0.1,0.2,0.1,0.8,0.0
E'Twaun Moore,38,2.9,36.66666666666667,33.333333333333336,100.0,0.9,0.9,0.3,0.1,0.6,1.0
Leon Wood,38,3.2,37.142857142857146,12.5,71.42857142857143,0.5,1.2,0.2,0.0,0.7,1.0
Andre Barrett,38,3.1,36.36363636363637,28.571428571428573,80.0,1.1,1.8,0.5,0.0,0.7,0.0
Rodney Monroe,38,3.4,36.8421052631579,28.571428571428573,83.33333333333334,0.9,0.7,0.3,0.1,0.6,0.0
Darrun Hilliard,38,4.0,41.1764705882353,38.46153846153846,72.72727272727272,1.2,0.7,0.2,0.0,0.5,0.0
Matt Barnes,38,4.5,47.22222222222222,33.333333333333336,68.75,4.0,1.3,0.7,0.1,1.2,1.0
Darnell Mee,38,1.9,30.434782608695656,16.666666666666668,42.85714285714286,0.9,0.4,0.4,0.3,0.5,0.0
Jerald Honeycutt,38,6.4,41.37931034482759,40.0,60.0,2.4,0.9,0.5,0.2,1.3,0.0
Otto Porter,37,2.1,36.0,16.666666666666668,66.66666666666667,1.5,0.3,0.2,0.0,0.4,0.0
Tyus Jones,37,4.2,35.714285714285715,28.571428571428573,72.72727272727272,1.3,2.9,0.8,0.1,0.9,0.0
Bill Jones,37,3.5,50.0,0.0,66.66666666666667,1.3,0.5,0.5,0.2,0.5,0.0
Henry James,37,8.1,43.47826086956522,37.5,73.6842105263158,2.1,0.9,0.4,0.1,1.0,1.0
Josh Harrellson,37,4.4,42.5,31.25,57.142857142857146,3.9,0.3,0.6,0.5,0.5,0.0
Ryan Lorthridge,37,7.4,48.333333333333336,25.0,62.5,1.9,2.7,0.8,0.0,1.5,0.0
Shabazz Muhammad,37,3.9,44.11764705882353,33.333333333333336,63.63636363636363,1.4,0.2,0.2,0.0,0.4,0.0
Anthony Parker,37,1.9,41.1764705882353,25.0,80.0,0.7,0.5,0.3,0.1,0.3,1.0
Sean Singletary,37,2.4,34.78260869565218,42.85714285714286,83.33333333333334,0.9,0.8,0.3,0.0,0.6,0.0
Bo Outlaw,37,6.9,57.77777777777778,0.0,57.142857142857146,5.7,1.0,1.0,1.0,0.8,1.0
Kevin Brooks,37,2.8,46.15384615384615,33.333333333333336,83.33333333333334,1.1,0.3,0.2,0.1,0.5,0.0
Josh Powell,37,3.0,45.45454545454545,0.0,83.33333333333334,2.2,0.2,0.2,0.1,0.6,1.0
John Morton,37,3.9,29.545454545454543,25.0,70.58823529411765,0.9,1.8,0.5,0.1,1.4,0.0
John Starks,36,4.1,40.0,42.85714285714286,64.28571428571429,1.1,0.8,0.6,0.1,1.1,1.0
Larry Robinson,36,3.9,40.476190476190474,0.0,50.0,1.4,1.0,0.4,0.0,0.8,1.0
Mike Morrison,36,2.0,31.578947368421055,50.0,87.5,0.6,0.3,0.1,0.0,0.6,0.0
Henry Turner,36,4.3,47.05882352941177,0.0,61.111111111111114,1.4,0.6,0.5,0.2,0.7,0.0
Charles Thomas,36,1.3,35.714285714285715,20.0,75.0,0.6,0.6,0.1,0.0,0.5,0.0
Terrence Rencher,36,2.9,32.142857142857146,37.5,69.23076923076923,1.2,1.5,0.4,0.1,1.2,0.0
Bart Kofoed,36,1.3,38.46153846153846,50.0,50.0,0.4,0.6,0.2,0.0,0.5,1.0
Ron Anderson,36,5.8,42.59259259259258,0.0,78.57142857142858,2.4,0.9,0.3,0.2,0.9,1.0
Lorenzo Charles,36,3.4,58.333333333333336,0.0,70.0,1.1,0.2,0.1,0.2,0.5,0.0
Brandon Ingram,36,7.4,34.21052631578947,23.80952380952381,69.56521739130436,4.1,1.9,0.4,0.4,1.3,0.0
Darvin Ham,36,2.3,52.94117647058824,0.0,50.0,1.6,0.4,0.3,0.2,0.6,1.0
Brandon Hunter,36,3.5,46.875,0.0,41.66666666666667,3.3,0.5,0.4,0.0,0.6,0.0
JaJuan Johnson,36,3.2,44.11764705882353,0.0,66.66666666666667,1.6,0.2,0.1,0.4,0.4,0.0
Lionel Chalmers,36,3.1,34.285714285714285,21.42857142857143,57.142857142857146,0.9,1.4,0.4,0.0,0.7,0.0
Kevin McKenna,36,1.9,33.333333333333336,0.0,60.0,0.8,0.4,0.3,0.1,0.6,1.0
Alan Anderson,36,5.8,42.0,43.75,81.81818181818181,1.9,0.9,0.3,0.1,0.9,1.0
Kenny Satterfield,36,5.3,36.36363636363637,25.0,76.92307692307692,1.4,3.0,0.9,0.0,1.5,0.0
Tamar Slay,36,2.6,37.931034482758626,28.571428571428573,66.66666666666667,0.9,0.4,0.4,0.1,0.6,0.0
Mark McNamara,36,2.2,44.44444444444444,0.0,46.15384615384615,2.1,0.2,0.1,0.1,1.0,1.0
Sean Green,35,4.0,40.0,33.333333333333336,50.0,1.2,0.6,0.4,0.2,0.8,0.0
Steve Novak,35,1.5,35.714285714285715,36.36363636363636,100.0,0.7,0.2,0.1,0.0,0.1,1.0
Wilson Chandler,35,7.3,43.47826086956522,33.333333333333336,66.66666666666667,3.6,0.9,0.4,0.5,0.8,1.0
Lamar Patterson,35,2.4,34.78260869565218,21.42857142857143,83.33333333333334,1.4,1.1,0.3,0.1,0.7,0.0
Everette Stephens,35,1.9,33.33333333333333,33.333333333333336,83.33333333333334,0.7,1.1,0.3,0.1,0.8,0.0
Tony Wroten,35,2.6,36.0,20.0,75.0,0.8,1.2,0.2,0.1,0.8,0.0
Chris Washburn,35,3.8,39.024390243902445,0.0,33.333333333333336,2.9,0.5,0.2,0.2,1.1,0.0
Corey Williams,35,2.3,37.5,0.0,83.33333333333334,0.9,0.7,0.1,0.1,0.3,0.0
Sean Lampley,35,4.8,43.24324324324324,0.0,69.56521739130436,2.4,0.9,0.2,0.1,0.7,0.0
Reggie Williams,35,10.4,35.24590163934426,23.529411764705884,73.6842105263158,3.4,1.7,0.8,0.6,1.8,1.0
Andrae Patterson,35,3.3,42.85714285714286,0.0,80.0,1.9,0.4,0.5,0.2,0.6,0.0
Kevin Ollie,35,3.5,39.28571428571429,0.0,70.0,1.1,1.9,0.4,0.0,1.3,1.0
Steve Hamer,35,2.2,56.25,0.0,62.5,1.7,0.2,0.1,0.1,0.4,0.0
Walter McCarty,35,1.8,36.8421052631579,25.0,50.0,0.7,0.4,0.2,0.3,0.5,1.0
Priest Lauderdale,35,3.2,56.0,0.0,57.142857142857146,1.2,0.3,0.0,0.3,1.1,0.0
Greg Kite,35,1.9,47.36842105263158,0.0,20.0,1.8,0.2,0.0,0.1,0.6,1.0
Andrew Harrison,35,7.2,29.850746268656717,25.0,76.47058823529412,2.4,3.7,1.1,0.5,1.6,0.0
Brandon Armstrong,35,1.8,33.333333333333336,20.0,33.333333333333336,0.5,0.2,0.2,0.0,0.2,0.0
Kenny Payne,35,3.3,41.935483870967744,33.333333333333336,100.0,0.7,0.3,0.2,0.2,0.6,0.0
Oliver Robinson,35,2.9,35.714285714285715,0.0,69.23076923076923,0.5,0.6,0.1,0.1,0.4,0.0
Brian Cook,35,4.4,47.5,0.0,75.0,2.9,0.6,0.5,0.5,0.5,1.0
Johnny O'Bryant,34,2.9,37.142857142857146,0.0,50.0,1.9,0.5,0.1,0.1,0.7,0.0
Domantas Sabonis,34,6.4,43.333333333333336,41.66666666666667,50.0,3.6,1.3,0.6,0.5,1.1,0.0
